14,439,3.1,proin risus praesent,12/12/2021,7
65,439,4.1,ipsum dolor,5/29/2021,99
55,440,2.2,nulla ut,2/9/2022,27
73,440,3,id sapien,3/14/2022,11
66,444,0.8,curae donec,9/28/2021,4
84,444,4.2,pretium iaculis,3/8/2022,14
47,445,0.3,eu felis fusce posuere,9/7/2021,100
61,445,1.2,vulputate ut ultrices vel,9/25/2021,55
71,445,3.1,amet consectetuer adipiscing elit,10/31/2021,77
1,446,4.3,tincidunt in leo maecenas,1/17/2022,44
5,447,4.6,potenti cras in purus,9/21/2021,28
30,447,1.5,commodo placerat praesent blandit,5/23/2021,35
51,447,0,non ligula pellentesque ultrices,2/12/2022,50
52,447,4,varius ut blandit non,7/26/2021,90
15,448,2.8,quis,3/1/2022,27
37,448,0,quam sollicitudin vitae,8/22/2021,87
46,450,2.1,nunc,11/23/2021,64
92,450,2,ipsum primis in faucibus,8/15/2021,61
100,450,4.2,fusce posuere felis,4/11/2021,76
10,451,2.2,nisl venenatis lacinia aenean,1/3/2022,83
12,451,4.2,in sapien iaculis,8/25/2021,40
46,452,1,duis aliquam convallis nunc,11/16/2021,97
42,453,4.7,vel est,2/16/2022,10
35,454,1,erat id mauris,11/29/2021,97
38,455,3.3,vulputate,5/27/2021,13
75,455,1.7,consequat morbi a,2/20/2022,1
42,457,4.5,in hac habitasse,9/6/2021,47
51,457,1,lacinia,1/28/2022,43
73,457,2.1,id pretium iaculis,5/7/2021,73
71,459,3.7,platea dictumst morbi vestibulum,4/11/2021,46
10,460,1.1,faucibus orci luctus,3/21/2022,94
13,463,3.2,cras mi,12/30/2021,50
57,464,4,at turpis donec posuere,4/14/2021,54
81,464,0.1,justo morbi ut odio,10/27/2021,81
31,465,4.4,nec molestie sed justo,3/1/2022,61
66,468,3.8,sagittis sapien cum,11/18/2021,86
92,471,0.5,sollicitudin vitae,4/28/2021,32
94,471,2,sit,1/19/2022,77
100,471,4.5,in,10/9/2021,64
21,473,2,nascetur ridiculus mus etiam,8/17/2021,88
74,476,4.6,curae mauris viverra,5/3/2021,40
37,477,2.3,nisi nam ultrices,6/25/2021,8
79,477,0.9,ultrices phasellus,8/9/2021,5
93,478,3,maecenas,3/3/2022,44
36,481,2.2,accumsan felis ut at,2/6/2022,97
61,482,4.2,eget massa tempor,10/22/2021,96
65,482,1.5,lectus suspendisse,1/5/2022,49
1,483,4,risus,9/18/2021,22
44,485,4.5,sed vel,8/26/2021,23
58,485,0.5,potenti nullam,7/5/2021,9
54,487,0.9,est donec odio,7/31/2021,71
58,491,2.1,imperdiet,9/13/2021,71
35,492,3.4,quisque id justo sit,4/8/2022,13
61,492,0.3,consequat varius integer,1/16/2022,59
73,493,4.3,hac habitasse platea dictumst,7/21/2021,44
23,494,3.7,libero quis,8/30/2021,53
76,494,4.4,nam nulla,10/25/2021,16
64,495,0.3,sed magna at,11/7/2021,42
77,495,1.4,etiam,7/24/2021,50
7,496,2.5,blandit non interdum in,12/27/2021,74
22,496,1,rutrum neque,12/9/2021,96
68,496,2.3,facilisi cras non,6/15/2021,79
97,496,1.4,ornare consequat,5/12/2021,55
17,498,1.2,mauris lacinia sapien,3/29/2022,91
34,498,0.1,phasellus in felis donec,7/5/2021,80
92,499,4.3,luctus,3/5/2022,33
37,500,2.3,id consequat in consequat,9/18/2021,51
37,501,3.1,blandit,3/9/2022,65
97,501,1.2,purus phasellus in felis,5/30/2021,93
23,502,1.3,aliquam sit amet diam,7/23/2021,85
61,502,2.1,in,9/28/2021,19
45,503,4.3,vestibulum vestibulum ante ipsum,11/8/2021,29
87,504,4.6,pretium iaculis justo in,9/19/2021,92
42,505,2.2,ipsum integer a,5/31/2021,31
71,505,0.6,purus,8/6/2021,53
15,507,2.6,quis justo maecenas,6/20/2021,87
32,507,2.1,vel pede morbi,2/25/2022,62
98,507,2.4,condimentum neque,8/22/2021,80
56,509,1.2,varius nulla,3/1/2022,53
36,510,3.6,vulputate elementum nullam,4/19/2021,56
82,510,3.8,integer ac neque,12/13/2021,38
66,511,4.4,sed nisl nunc,8/7/2021,34
22,512,4.7,nulla,2/20/2022,1
2,513,5,nec dui,4/8/2022,96
85,513,3.8,dolor quis odio consequat,1/20/2022,76
30,515,3.5,non mi integer,8/16/2021,51
81,515,2.8,interdum in ante,1/9/2022,57
34,516,0.1,in,11/5/2021,34
5,517,4.4,vel nulla eget eros,2/23/2022,8
24,519,4.4,augue vestibulum rutrum,7/24/2021,81
54,519,4.3,proin eu,2/10/2022,56
75,519,3.2,duis aliquam,1/5/2022,48
1,520,3.3,erat tortor,5/30/2021,33
11,520,2.8,sollicitudin,7/22/2021,17
95,520,2.8,at turpis a,3/3/2022,21
58,521,3.8,sapien,8/24/2021,3
85,523,0.4,sed,11/10/2021,9
10,525,2.8,mauris morbi,2/16/2022,77
12,527,4.4,maecenas tincidunt,1/19/2022,52
32,527,3.6,id turpis integer aliquet,4/30/2021,84
54,527,3.4,enim in tempor turpis,3/8/2022,57
69,529,2.7,vel lectus in,7/21/2021,77
89,529,1.6,at nulla suspendisse,12/13/2021,15
4,530,2.5,varius integer,4/30/2021,80
42,530,3.9,eu,11/12/2021,87
40,531,4.8,sodales,3/18/2022,66
75,532,3.9,odio porttitor id consequat,10/1/2021,73
68,533,3.5,nulla eget eros elementum,3/16/2022,92
93,535,0.3,mauris ullamcorper,4/29/2021,19
77,537,4.5,ullamcorper purus sit,3/15/2022,97
23,538,2.6,porttitor id consequat,11/11/2021,24
23,540,0.5,arcu sed augue,6/20/2021,73
64,541,4.8,nulla eget eros,8/27/2021,86
44,542,2.1,porttitor,9/18/2021,98
98,542,0.2,parturient montes nascetur ridiculus,3/1/2022,68
56,544,0.3,facilisi cras non,4/4/2022,88
96,544,3.7,ultrices erat tortor sollicitudin,10/15/2021,4
31,545,2.8,curabitur,9/1/2021,44
37,545,3.1,luctus et ultrices posuere,7/5/2021,83
98,546,4.8,condimentum id luctus nec,1/8/2022,83
2,547,2.7,elit proin,8/18/2021,52
76,547,2.1,blandit ultrices enim lorem,2/7/2022,17
4,548,0,suspendisse ornare consequat,8/30/2021,41
50,548,0.7,eget,11/25/2021,28
8,550,4.9,odio consequat,8/7/2021,24
13,550,3.7,vestibulum aliquet,6/14/2021,42
83,550,1.5,blandit ultrices,11/28/2021,17
91,550,4.4,neque sapien placerat ante,4/28/2021,72
49,551,5,nullam molestie nibh in,2/27/2022,34
53,552,4.7,dapibus duis,10/2/2021,26
14,554,5,lacus morbi,2/11/2022,39
30,555,2.2,nisi,5/28/2021,21
8,556,4.9,quis orci,10/1/2021,15
24,556,3.4,ipsum dolor sit,9/25/2021,98
33,556,0.3,cras mi,9/24/2021,4
75,556,1,nulla,12/7/2021,79
81,556,3.7,blandit,11/9/2021,30
83,556,1.2,vestibulum sagittis,11/30/2021,87
61,557,0.6,luctus et ultrices,2/27/2022,59
47,558,1,lacinia sapien,4/27/2021,44
99,558,4.4,euismod,2/25/2022,56
32,559,3.7,primis in faucibus orci,10/23/2021,66
82,559,4.6,vel,2/8/2022,46
3,560,0.1,amet,6/28/2021,50
59,560,2.2,cras mi pede,8/29/2021,19
55,561,4.1,et commodo vulputate,2/2/2022,16
98,561,2,ultrices vel augue,1/15/2022,21
67,562,3.3,in lacus curabitur,2/28/2022,9
70,562,1.8,morbi vestibulum velit id,1/8/2022,34
93,562,3.6,tincidunt lacus at velit,3/16/2022,10
19,564,3.5,cras pellentesque volutpat dui,12/26/2021,63
47,565,3.3,suspendisse potenti,5/23/2021,65
95,565,4.7,non interdum,2/23/2022,4
45,566,0.8,ac neque,5/5/2021,87
13,567,2,et ultrices,2/27/2022,51
15,567,3.1,id pretium,9/10/2021,20
20,567,2.2,mauris vulputate elementum nullam,6/5/2021,53
46,568,0.3,augue vel accumsan,3/2/2022,68
62,568,3.8,sem mauris laoreet,6/23/2021,66
34,569,0.9,erat vestibulum sed magna,10/15/2021,1
98,569,3.5,at nunc commodo placerat,10/9/2021,61
20,570,3,interdum mauris non,2/17/2022,79
44,571,4.8,morbi vestibulum velit id,6/23/2021,56
27,572,3.1,nulla,10/8/2021,57
28,572,0,nascetur,10/18/2021,87
33,573,2.3,placerat ante nulla,1/10/2022,36
48,573,1.6,turpis,12/19/2021,51
10,575,1.1,neque duis bibendum,7/2/2021,48
69,575,1.3,nisl nunc rhoncus,8/3/2021,20
90,575,3.7,morbi non lectus,10/18/2021,23
57,576,0.1,fusce posuere felis sed,4/1/2022,14
78,578,1.3,risus auctor,10/19/2021,12
10,579,3.9,nibh in quis,4/19/2021,95
38,579,3.2,aliquam quis turpis,5/3/2021,97
27,580,2.1,orci,10/21/2021,68
3,581,4.4,sed,3/16/2022,10
72,582,4.1,nulla,7/31/2021,50
8,583,1.5,bibendum morbi,5/21/2021,11
52,583,1.6,leo maecenas pulvinar lobortis,8/12/2021,70
56,583,4.3,consequat in,1/19/2022,13
57,584,1.5,aliquam erat,2/23/2022,86
77,584,1.1,orci,10/13/2021,97
66,585,1.5,rutrum,5/5/2021,60
91,585,2.8,eleifend,7/16/2021,68
13,586,3,donec,10/23/2021,77
87,586,4.3,orci luctus,11/27/2021,79
31,587,3.6,dis,4/23/2021,11
66,587,2.1,vitae ipsum aliquam,1/23/2022,73
8,588,4.5,ligula,1/13/2022,83
52,588,0.2,mauris enim,2/9/2022,3
31,589,1.2,in imperdiet,12/27/2021,98
8,593,4.9,fusce posuere,5/10/2021,92
13,594,4.4,fermentum justo nec condimentum,11/7/2021,68
99,594,3.4,imperdiet sapien urna,10/1/2021,29
27,595,3.2,ultrices,3/2/2022,33
54,595,2.3,in quis justo maecenas,1/18/2022,56
46,596,0.4,bibendum felis sed interdum,1/21/2022,80
8,597,2.1,nullam molestie nibh,8/6/2021,45
50,598,3.9,quam pede,8/25/2021,46
27,599,1,donec pharetra,4/18/2021,94
38,599,2.8,risus dapibus,4/24/2021,95
55,600,0.2,posuere cubilia curae,9/5/2021,21
37,601,2.4,quisque,1/10/2022,93
45,602,0.2,vel lectus in,9/5/2021,75
42,603,1.8,ac lobortis vel,5/10/2021,4
85,603,0.5,pellentesque volutpat,5/13/2021,66
95,604,3.1,duis ac nibh fusce,9/28/2021,4
11,605,4,dapibus,12/17/2021,98
27,605,2.5,venenatis lacinia,6/14/2021,28
17,606,0.1,ultrices posuere cubilia curae,10/2/2021,9
14,607,1.4,at dolor,4/28/2021,38
46,607,1.5,est risus auctor,9/14/2021,79
28,608,4.9,nisi vulputate nonummy,6/8/2021,58
5,609,3.4,in porttitor pede justo,9/13/2021,80
14,609,1.7,quam turpis adipiscing lorem,4/8/2022,25
23,609,1.4,semper,10/21/2021,95
50,609,1.3,sit amet,7/23/2021,14
97,609,1.6,tellus nisi,10/3/2021,7
43,610,3.5,justo in,11/30/2021,21
66,610,2.7,vel enim sit amet,11/10/2021,89
74,610,2,sapien ut nunc,9/21/2021,38
75,610,1.8,morbi quis tortor,5/21/2021,80
8,611,0.4,condimentum,7/8/2021,5
57,611,3.3,accumsan tortor,1/13/2022,82
19,613,3.6,nullam porttitor,2/26/2022,4
22,614,4.6,ullamcorper,7/31/2021,65
52,615,1.4,vel enim sit,8/20/2021,92
100,618,0.3,quis odio,12/20/2021,91
47,619,2.1,commodo vulputate justo in,7/5/2021,43
100,619,1,lobortis est phasellus sit,1/29/2022,7
76,622,4.4,integer a nibh,1/29/2022,24
83,622,2.3,etiam,4/19/2021,38
29,623,2.6,curabitur,5/13/2021,92
9,625,3.5,lectus,9/3/2021,47
17,625,1.4,adipiscing elit proin risus,11/15/2021,40
21,625,3.3,integer aliquet,8/9/2021,81
25,626,0.9,faucibus orci,10/2/2021,23
60,626,1.8,luctus et ultrices posuere,7/11/2021,30
34,627,3.4,consequat metus sapien,3/9/2022,54
37,628,3.9,dapibus nulla suscipit ligula,12/17/2021,87
51,628,1.4,blandit mi,10/12/2021,14
21,630,1.2,turpis adipiscing lorem,3/4/2022,92
37,634,4.1,purus,9/13/2021,18
92,635,4.3,ante vestibulum ante,11/17/2021,56
94,635,1.9,non quam,5/11/2021,86
96,635,2.1,ultrices,3/16/2022,1
9,640,0.9,eget orci,12/3/2021,11
55,642,1.9,nulla,4/1/2022,64
48,643,0.5,accumsan tellus nisi,2/18/2022,65
75,643,4.5,lobortis sapien sapien,10/3/2021,79
15,644,3.9,in,5/22/2021,22
43,644,4.2,primis in faucibus orci,3/18/2022,41
78,644,2,amet diam,7/2/2021,83
12,645,2.9,maecenas,6/4/2021,32
32,645,4.1,montes nascetur,2/21/2022,67
39,646,3.7,nisl aenean lectus,1/23/2022,46
64,646,4.4,orci,4/10/2022,83
96,647,0.9,ultrices erat tortor,2/21/2022,3
9,649,1.6,penatibus et,4/22/2021,22
4,650,3.5,lobortis convallis,4/12/2021,76
96,650,5,donec vitae nisi nam,7/2/2021,16
24,651,4.9,erat eros viverra eget,4/15/2021,100
31,653,1.7,ipsum,9/2/2021,99
97,653,2.4,feugiat,3/18/2022,52
41,656,2.7,vel sem sed sagittis,8/15/2021,51
52,658,1.4,rhoncus aliquet,9/1/2021,21
24,660,0.6,suscipit a feugiat et,10/18/2021,96
28,661,4.3,fusce,11/4/2021,65
45,662,1.2,velit id pretium,4/26/2021,61
93,662,2.4,at nibh in hac,11/16/2021,35
99,662,3.6,libero nam dui,8/2/2021,21
48,665,1.4,quisque ut erat curabitur,9/18/2021,65
23,667,4.7,in consequat ut,9/4/2021,69
87,667,4.9,eget rutrum at,5/12/2021,73
41,669,4.8,nulla tempus,8/4/2021,20
88,669,4.8,magna bibendum imperdiet,1/20/2022,50
96,669,0.3,augue luctus tincidunt nulla,3/9/2022,1
6,673,0.6,mattis,1/25/2022,82
34,674,1.2,consequat nulla,6/10/2021,3
49,674,1.4,nascetur,3/4/2022,94
62,674,2.7,turpis nec euismod,2/23/2022,26
77,676,1.9,auctor sed,3/19/2022,32
84,676,4.9,curabitur gravida nisi,9/29/2021,2
13,677,0.4,ut mauris eget,1/18/2022,14
41,677,4.6,blandit nam nulla integer,6/1/2021,7
42,677,0.9,in consequat,1/14/2022,82
22,678,3.7,non quam,12/2/2021,15
91,679,0.6,nibh in,2/9/2022,89
11,681,2.8,interdum,4/18/2021,60
53,682,3.1,viverra,10/13/2021,71
22,683,2.9,nec sem duis aliquam,5/15/2021,33
23,683,2.8,cubilia,7/8/2021,94
39,685,1.7,id,12/29/2021,33
100,685,4,neque,8/13/2021,71
58,686,1.9,maecenas,4/7/2022,2
5,687,1.2,augue a,8/22/2021,22
84,687,0,nunc proin,5/1/2021,17
59,689,3.2,ligula in lacus curabitur,3/29/2022,60
89,689,2.5,posuere felis sed,7/14/2021,78
43,693,5,est phasellus sit amet,3/11/2022,61
87,695,2.8,nam dui proin,1/14/2022,3
62,696,2.3,nulla pede,3/5/2022,11
48,697,3.5,vivamus tortor,5/17/2021,31
67,698,2.6,ac,12/18/2021,6
80,698,0.1,ligula vehicula consequat morbi,3/17/2022,96
73,699,3,et,7/19/2021,83
80,699,3.1,nisi,6/27/2021,42
93,700,2.4,cursus id turpis,12/19/2021,66
81,701,3.2,in hac,1/28/2022,43
74,702,3.3,ac est lacinia,9/11/2021,6
78,702,3.6,in faucibus,8/13/2021,2
86,703,2.9,quam,11/24/2021,37
55,704,1.8,ipsum,11/3/2021,37
36,706,2.4,cursus id turpis integer,11/30/2021,83
33,707,4.8,in sapien,10/21/2021,40
49,707,4.1,et ultrices,5/23/2021,4
78,708,4.2,est,2/17/2022,68
80,708,2.1,diam vitae,6/7/2021,85
35,709,3.6,maecenas tincidunt,1/18/2022,39
81,710,1.3,nec nisi volutpat,10/28/2021,39
62,711,2.9,amet,8/13/2021,74
64,711,2.2,tristique est et,11/3/2021,84
71,712,3.8,rutrum rutrum,9/14/2021,76
89,712,3.5,ultrices erat tortor,7/21/2021,14
50,713,2.9,suspendisse potenti in eleifend,4/10/2022,86
94,713,4.7,lacus purus aliquet at,5/15/2021,56
1,714,3.7,pede ullamcorper augue a,10/10/2021,75
71,714,1.2,natoque penatibus et,1/25/2022,1
18,715,0.9,sapien sapien non,12/12/2021,74
90,715,4.5,non,7/22/2021,6
26,716,1.2,nibh in hac,7/25/2021,21
90,717,4.7,porttitor pede justo,6/1/2021,74
65,718,4.1,erat vestibulum sed,1/9/2022,8
71,718,1.5,justo etiam pretium iaculis,6/28/2021,70
87,718,1.3,consectetuer adipiscing elit,1/29/2022,18
65,719,0.1,est risus,10/24/2021,35
19,722,4.4,primis in faucibus orci,9/15/2021,53
73,722,0.9,augue vel accumsan tellus,7/28/2021,13
55,724,1.9,pretium,3/4/2022,93
68,724,0.2,in,7/12/2021,19
36,725,1,ligula sit amet eleifend,4/11/2021,39
48,726,1.7,volutpat dui,2/18/2022,97
51,726,4.1,bibendum morbi non,8/26/2021,37
61,726,4.4,feugiat,9/7/2021,97
82,726,4,augue vestibulum ante ipsum,3/24/2022,25
9,727,2.5,molestie sed justo,9/25/2021,31
49,727,3.6,cum sociis natoque,2/7/2022,1
56,727,4.4,dui proin leo odio,4/15/2021,96
63,728,4.2,in,9/4/2021,46
2,729,3.4,sed lacus morbi sem,10/24/2021,21
4,729,3.7,etiam pretium iaculis justo,3/13/2022,87
90,729,1.8,erat tortor sollicitudin,4/27/2021,70
59,730,3.7,luctus et ultrices posuere,5/25/2021,1
7,731,4.9,ligula,10/15/2021,58
18,731,2.6,luctus et,12/18/2021,15
1,732,4.6,donec quis orci eget,11/18/2021,91
34,732,2.9,vulputate,7/23/2021,65
46,732,1.4,consequat ut nulla,2/2/2022,86
66,732,2.8,aenean lectus,6/15/2021,78
12,733,2.5,porttitor id consequat,5/1/2021,1
66,733,2,mi,11/17/2021,16
93,734,4.8,morbi vel lectus,2/27/2022,92
19,735,4.5,praesent blandit,5/12/2021,57
9,736,1.2,consequat,2/22/2022,93
75,736,4.5,ante,3/16/2022,44
31,737,3.4,dolor morbi vel lectus,1/18/2022,25
26,739,0.3,in,8/8/2021,8
99,740,4.6,ut tellus nulla,7/14/2021,66
2,741,3.1,iaculis congue vivamus,2/20/2022,26
47,741,1.2,ante,1/1/2022,82
100,741,4.4,sed sagittis,7/11/2021,39
96,742,3.5,consequat in consequat,3/2/2022,79
9,744,2.8,felis eu,8/31/2021,86
46,744,1.3,convallis duis,10/25/2021,27
70,744,2.3,nec nisi volutpat eleifend,1/30/2022,62
22,749,4.5,tellus nisi eu orci,3/12/2022,66
31,750,2.9,imperdiet,3/7/2022,47
32,750,1,vestibulum,4/11/2021,4
73,750,4,montes nascetur,1/17/2022,33
100,750,4.1,turpis eget elit sodales,11/2/2021,82
21,751,0.5,blandit,6/4/2021,37
33,752,0.4,fusce congue diam id,2/15/2022,77
100,752,0.1,sodales scelerisque,2/11/2022,74
75,754,2.8,consequat,9/9/2021,58
32,755,0.6,amet nunc,2/7/2022,13
45,755,3.7,habitasse platea,8/31/2021,8
86,755,1.2,justo sollicitudin,10/21/2021,28
78,756,0.8,pellentesque viverra pede,12/1/2021,18
33,759,0.6,ultrices libero,8/4/2021,99
67,760,1.9,metus,9/26/2021,37
5,762,1.8,curabitur,9/30/2021,69
64,762,2.1,fusce lacus purus aliquet,6/18/2021,35
73,762,4.4,in faucibus orci,9/27/2021,90
26,765,5,duis consequat dui nec,11/22/2021,18
68,765,1.1,massa volutpat convallis morbi,7/13/2021,4
1,767,4.7,nonummy,9/7/2021,55
20,767,2.1,ligula,4/16/2021,74
81,767,1.8,lorem,3/13/2022,8
13,768,3.6,quam,4/24/2021,47
52,769,1,nulla pede,11/16/2021,1
19,770,0.6,mauris,5/10/2021,48
26,770,2.2,non velit nec nisi,10/12/2021,57
46,770,4.5,nec nisi vulputate,10/29/2021,43
70,770,2.5,augue quam sollicitudin vitae,10/8/2021,44
71,770,0.7,ac,4/2/2022,74
27,772,0.1,aliquam sit amet,8/20/2021,94
8,774,1.5,purus aliquet at,12/8/2021,9
58,774,3.4,ultrices libero non mattis,7/18/2021,85
81,774,4.4,nulla facilisi cras non,6/13/2021,38
42,776,2.8,adipiscing elit proin risus,4/14/2021,61
89,776,0.9,nec condimentum,4/30/2021,11
18,778,2.1,felis fusce posuere felis,12/2/2021,62
53,778,4.6,curabitur,11/20/2021,97
76,778,4.7,ultrices aliquet,1/28/2022,50
2,779,2.1,pede,2/24/2022,53
55,779,0,donec,3/17/2022,33
99,779,0,metus vitae ipsum,12/8/2021,9
36,780,2.9,malesuada in,6/29/2021,16
46,781,3.3,dui vel,11/29/2021,55
63,781,1.5,vulputate luctus cum sociis,9/26/2021,5
33,782,0.5,praesent lectus,4/23/2021,90
94,782,4.7,vestibulum quam sapien varius,4/20/2021,43
14,783,1.9,ultrices posuere,5/4/2021,27
15,783,0.5,arcu,4/26/2021,57
18,783,4.1,arcu sed,3/31/2022,75
48,783,0.2,sit amet lobortis sapien,7/6/2021,87
52,783,3,placerat praesent blandit nam,11/26/2021,90
79,786,1.9,est donec,6/2/2021,68
48,788,1.4,in,4/8/2022,86
93,788,0.6,viverra dapibus,4/8/2022,98
22,789,3.7,commodo vulputate justo,11/6/2021,37
65,790,3.7,sed lacus morbi sem,10/6/2021,82
9,791,0.3,morbi vel lectus,11/6/2021,58
60,791,4.2,suspendisse,7/13/2021,49
79,791,3.4,diam vitae,6/6/2021,51
38,793,0.9,orci luctus et,9/15/2021,51
63,794,1.3,dolor,4/4/2022,18
67,795,1.8,venenatis lacinia aenean,1/21/2022,59
15,797,3.4,dapibus,4/16/2021,34
22,797,1.7,vel nulla,7/13/2021,27
60,797,4.4,consequat varius,3/13/2022,27
61,797,0.2,quam a,10/23/2021,79
14,798,4.7,eleifend,6/21/2021,84
37,798,3,integer tincidunt ante,7/14/2021,100
79,799,3.5,nibh in quis,9/15/2021,13
21,800,1.8,luctus et ultrices posuere,11/11/2021,2
84,800,4.6,nibh,9/7/2021,47
